"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"27689"	"HMDB47069"	"NA"	"Lipids"	"Glycerolipids"
"27690"	"HMDB47070"	"NA"	"Lipids"	"Glycerolipids"
"27691"	"HMDB47071"	"NA"	"Lipids"	"Glycerolipids"
"27692"	"HMDB47072"	"NA"	"Lipids"	"Glycerolipids"
"27693"	"HMDB47073"	"NA"	"Lipids"	"Glycerolipids"
"27694"	"HMDB47074"	"NA"	"Lipids"	"Glycerolipids"
"27695"	"HMDB47075"	"NA"	"Lipids"	"Glycerolipids"
"27696"	"HMDB47076"	"NA"	"Lipids"	"Fatty Acid Esters"
"27697"	"HMDB47077"	"NA"	"Lipids"	"Glycerolipids"
"27698"	"HMDB47078"	"NA"	"Lipids"	"Glycerolipids"
"27699"	"HMDB47079"	"NA"	"Lipids"	"Glycerolipids"
"27700"	"HMDB47080"	"NA"	"Lipids"	"Glycerolipids"
"27701"	"HMDB47081"	"NA"	"Lipids"	"Glycerolipids"
"27702"	"HMDB47082"	"NA"	"Lipids"	"Glycerolipids"
"27703"	"HMDB47083"	"NA"	"Lipids"	"Glycerolipids"
"27704"	"HMDB47084"	"NA"	"Lipids"	"Glycerolipids"
"27705"	"HMDB47085"	"NA"	"Lipids"	"Glycerolipids"
"27706"	"HMDB47086"	"NA"	"Lipids"	"Glycerolipids"
"27707"	"HMDB47087"	"NA"	"Lipids"	"Glycerolipids"
"27708"	"HMDB47088"	"NA"	"Lipids"	"Glycerolipids"
"27709"	"HMDB47089"	"NA"	"Lipids"	"Glycerolipids"
"27710"	"HMDB47090"	"NA"	"Lipids"	"Glycerolipids"
"27711"	"HMDB47091"	"NA"	"Lipids"	"Glycerolipids"
"27712"	"HMDB47092"	"NA"	"Lipids"	"Glycerolipids"
"27713"	"HMDB47093"	"NA"	"Lipids"	"Glycerolipids"
"27714"	"HMDB47094"	"NA"	"Lipids"	"Glycerolipids"
"27715"	"HMDB47095"	"NA"	"Lipids"	"Glycerolipids"
"27716"	"HMDB47096"	"NA"	"Lipids"	"Glycerolipids"
"27717"	"HMDB47097"	"NA"	"Lipids"	"Glycerolipids"
"27718"	"HMDB47098"	"NA"	"Lipids"	"Glycerolipids"
"27719"	"HMDB47099"	"NA"	"Lipids"	"Glycerolipids"
"27720"	"HMDB47100"	"NA"	"Lipids"	"Fatty Acid Esters"
"27721"	"HMDB47101"	"NA"	"Lipids"	"Glycerolipids"
"27722"	"HMDB47102"	"NA"	"Lipids"	"Glycerolipids"
"27723"	"HMDB47103"	"NA"	"Lipids"	"Glycerolipids"
"27724"	"HMDB47104"	"NA"	"Lipids"	"Glycerolipids"
"27725"	"HMDB47105"	"NA"	"Lipids"	"Glycerolipids"
"27726"	"HMDB47106"	"NA"	"Lipids"	"Glycerolipids"
"27727"	"HMDB47107"	"NA"	"Lipids"	"Glycerolipids"
"27728"	"HMDB47108"	"NA"	"Lipids"	"Glycerolipids"
"27729"	"HMDB47109"	"NA"	"Lipids"	"Glycerolipids"
"27730"	"HMDB47110"	"NA"	"Lipids"	"Glycerolipids"
"27731"	"HMDB47111"	"NA"	"Lipids"	"Glycerolipids"
"27732"	"HMDB47112"	"NA"	"Lipids"	"Glycerolipids"
"27733"	"HMDB47113"	"NA"	"Lipids"	"Glycerolipids"
"27734"	"HMDB47114"	"NA"	"Lipids"	"Glycerolipids"
"27735"	"HMDB47115"	"NA"	"Lipids"	"Glycerolipids"
"27736"	"HMDB47116"	"NA"	"Lipids"	"Glycerolipids"
"27737"	"HMDB47117"	"NA"	"Lipids"	"Glycerolipids"
"27738"	"HMDB47118"	"NA"	"Lipids"	"Glycerolipids"
"27739"	"HMDB47119"	"NA"	"Lipids"	"Glycerolipids"
"27740"	"HMDB47120"	"NA"	"Lipids"	"Glycerolipids"
"27741"	"HMDB47121"	"NA"	"Lipids"	"Glycerolipids"
"27742"	"HMDB47122"	"NA"	"Lipids"	"Glycerolipids"
"27743"	"HMDB47123"	"NA"	"Lipids"	"Glycerolipids"
"27744"	"HMDB47124"	"NA"	"Lipids"	"Fatty Acid Esters"
"27745"	"HMDB47125"	"NA"	"Lipids"	"Glycerolipids"
"27746"	"HMDB47126"	"NA"	"Lipids"	"Glycerolipids"
"27747"	"HMDB47127"	"NA"	"Lipids"	"Glycerolipids"
"27748"	"HMDB47128"	"NA"	"Lipids"	"Glycerolipids"
"27749"	"HMDB47129"	"NA"	"Lipids"	"Glycerolipids"
"27750"	"HMDB47130"	"NA"	"Lipids"	"Glycerolipids"
"27751"	"HMDB47131"	"NA"	"Lipids"	"Glycerolipids"
"27752"	"HMDB47132"	"NA"	"Lipids"	"Glycerolipids"
"27753"	"HMDB47133"	"NA"	"Lipids"	"Glycerolipids"
"27754"	"HMDB47134"	"NA"	"Lipids"	"Glycerolipids"
"27755"	"HMDB47135"	"NA"	"Lipids"	"Glycerolipids"
"27756"	"HMDB47136"	"NA"	"Lipids"	"Glycerolipids"
"27757"	"HMDB47137"	"NA"	"Lipids"	"Glycerolipids"
"27758"	"HMDB47138"	"NA"	"Lipids"	"Glycerolipids"
"27759"	"HMDB47139"	"NA"	"Lipids"	"Glycerolipids"
"27760"	"HMDB47140"	"NA"	"Lipids"	"Glycerolipids"
"27761"	"HMDB47141"	"NA"	"Lipids"	"Glycerolipids"
"27762"	"HMDB47142"	"NA"	"Lipids"	"Glycerolipids"
"27763"	"HMDB47143"	"NA"	"Lipids"	"Glycerolipids"
"27764"	"HMDB47144"	"NA"	"Lipids"	"Glycerolipids"
"27765"	"HMDB47145"	"NA"	"Lipids"	"Glycerolipids"
"27766"	"HMDB47146"	"NA"	"Lipids"	"Glycerolipids"
"27767"	"HMDB47147"	"NA"	"Lipids"	"Glycerolipids"
"27768"	"HMDB47148"	"NA"	"Lipids"	"Fatty Acid Esters"
"27769"	"HMDB47149"	"NA"	"Lipids"	"Glycerolipids"
"27770"	"HMDB47150"	"NA"	"Lipids"	"Glycerolipids"
"27771"	"HMDB47151"	"NA"	"Lipids"	"Glycerolipids"
"27772"	"HMDB47152"	"NA"	"Lipids"	"Glycerolipids"
"27773"	"HMDB47153"	"NA"	"Lipids"	"Glycerolipids"
"27774"	"HMDB47154"	"NA"	"Lipids"	"Glycerolipids"
"27775"	"HMDB47155"	"NA"	"Lipids"	"Glycerolipids"
"27776"	"HMDB47156"	"NA"	"Lipids"	"Glycerolipids"
"27777"	"HMDB47157"	"NA"	"Lipids"	"Glycerolipids"
"27778"	"HMDB47158"	"NA"	"Lipids"	"Glycerolipids"
"27779"	"HMDB47159"	"NA"	"Lipids"	"Glycerolipids"
"27780"	"HMDB47160"	"NA"	"Lipids"	"Glycerolipids"
"27781"	"HMDB47161"	"NA"	"Lipids"	"Glycerolipids"
"27782"	"HMDB47162"	"NA"	"Lipids"	"Glycerolipids"
"27783"	"HMDB47163"	"NA"	"Lipids"	"Glycerolipids"
"27784"	"HMDB47164"	"NA"	"Lipids"	"Glycerolipids"
"27785"	"HMDB47165"	"NA"	"Lipids"	"Glycerolipids"
"27786"	"HMDB47166"	"NA"	"Lipids"	"Glycerolipids"
"27787"	"HMDB47167"	"NA"	"Lipids"	"Glycerolipids"
"27788"	"HMDB47168"	"NA"	"Lipids"	"Glycerolipids"
"27789"	"HMDB47169"	"NA"	"Lipids"	"Glycerolipids"
"27790"	"HMDB47170"	"NA"	"Lipids"	"Glycerolipids"
"27791"	"HMDB47171"	"NA"	"Lipids"	"Glycerolipids"
"27792"	"HMDB47172"	"NA"	"Lipids"	"Fatty Acid Esters"
"27793"	"HMDB47173"	"NA"	"Lipids"	"Glycerolipids"
"27794"	"HMDB47174"	"NA"	"Lipids"	"Glycerolipids"
"27795"	"HMDB47175"	"NA"	"Lipids"	"Glycerolipids"
"27796"	"HMDB47176"	"NA"	"Lipids"	"Glycerolipids"
"27797"	"HMDB47177"	"NA"	"Lipids"	"Glycerolipids"
"27798"	"HMDB47178"	"NA"	"Lipids"	"Glycerolipids"
"27799"	"HMDB47179"	"NA"	"Lipids"	"Glycerolipids"
"27800"	"HMDB47180"	"NA"	"Lipids"	"Glycerolipids"
"27801"	"HMDB47181"	"NA"	"Lipids"	"Glycerolipids"
"27802"	"HMDB47182"	"NA"	"Lipids"	"Glycerolipids"
"27803"	"HMDB47183"	"NA"	"Lipids"	"Glycerolipids"
"27804"	"HMDB47184"	"NA"	"Lipids"	"Glycerolipids"
"27805"	"HMDB47185"	"NA"	"Lipids"	"Glycerolipids"
"27806"	"HMDB47186"	"NA"	"Lipids"	"Glycerolipids"
"27807"	"HMDB47187"	"NA"	"Lipids"	"Glycerolipids"
"27808"	"HMDB47188"	"NA"	"Lipids"	"Glycerolipids"
"27809"	"HMDB47189"	"NA"	"Lipids"	"Glycerolipids"
"27810"	"HMDB47190"	"NA"	"Lipids"	"Glycerolipids"
"27811"	"HMDB47191"	"NA"	"Lipids"	"Glycerolipids"
"27812"	"HMDB47192"	"NA"	"Lipids"	"Glycerolipids"
"27813"	"HMDB47193"	"NA"	"Lipids"	"Glycerolipids"
"27814"	"HMDB47194"	"NA"	"Lipids"	"Glycerolipids"
"27815"	"HMDB47195"	"NA"	"Lipids"	"Glycerolipids"
"27816"	"HMDB47196"	"NA"	"Lipids"	"Fatty Acid Esters"
"27817"	"HMDB47197"	"NA"	"Lipids"	"Glycerolipids"
"27818"	"HMDB47198"	"NA"	"Lipids"	"Glycerolipids"
"27819"	"HMDB47199"	"NA"	"Lipids"	"Glycerolipids"
"27820"	"HMDB47200"	"NA"	"Lipids"	"Glycerolipids"
"27821"	"HMDB47201"	"NA"	"Lipids"	"Glycerolipids"
"27822"	"HMDB47202"	"NA"	"Lipids"	"Glycerolipids"
"27823"	"HMDB47203"	"NA"	"Lipids"	"Glycerolipids"
"27824"	"HMDB47204"	"NA"	"Lipids"	"Glycerolipids"
"27825"	"HMDB47205"	"NA"	"Lipids"	"Glycerolipids"
"27826"	"HMDB47206"	"NA"	"Lipids"	"Glycerolipids"
"27827"	"HMDB47207"	"NA"	"Lipids"	"Glycerolipids"
"27828"	"HMDB47208"	"NA"	"Lipids"	"Glycerolipids"
"27829"	"HMDB47209"	"NA"	"Lipids"	"Glycerolipids"
"27830"	"HMDB47210"	"NA"	"Lipids"	"Glycerolipids"
"27831"	"HMDB47211"	"NA"	"Lipids"	"Glycerolipids"
"27832"	"HMDB47212"	"NA"	"Lipids"	"Glycerolipids"
"27833"	"HMDB47213"	"NA"	"Lipids"	"Glycerolipids"
"27834"	"HMDB47214"	"NA"	"Lipids"	"Glycerolipids"
"27835"	"HMDB47215"	"NA"	"Lipids"	"Glycerolipids"
"27836"	"HMDB47216"	"NA"	"Lipids"	"Glycerolipids"
"27837"	"HMDB47217"	"NA"	"Lipids"	"Glycerolipids"
"27838"	"HMDB47218"	"NA"	"Lipids"	"Glycerolipids"
"27839"	"HMDB47219"	"NA"	"Lipids"	"Glycerolipids"
"27840"	"HMDB47220"	"NA"	"Lipids"	"Fatty Acid Esters"
"27841"	"HMDB47221"	"NA"	"Lipids"	"Glycerolipids"
"27842"	"HMDB47222"	"NA"	"Lipids"	"Glycerolipids"
"27843"	"HMDB47223"	"NA"	"Lipids"	"Glycerolipids"
"27844"	"HMDB47224"	"NA"	"Lipids"	"Glycerolipids"
"27845"	"HMDB47225"	"NA"	"Lipids"	"Glycerolipids"
"27846"	"HMDB47226"	"NA"	"Lipids"	"Glycerolipids"
"27847"	"HMDB47227"	"NA"	"Lipids"	"Glycerolipids"
"27848"	"HMDB47228"	"NA"	"Lipids"	"Glycerolipids"
"27849"	"HMDB47229"	"NA"	"Lipids"	"Glycerolipids"
"27850"	"HMDB47230"	"NA"	"Lipids"	"Glycerolipids"
"27851"	"HMDB47231"	"NA"	"Lipids"	"Glycerolipids"
"27852"	"HMDB47232"	"NA"	"Lipids"	"Glycerolipids"
"27853"	"HMDB47233"	"NA"	"Lipids"	"Glycerolipids"
"27854"	"HMDB47234"	"NA"	"Lipids"	"Glycerolipids"
"27855"	"HMDB47235"	"NA"	"Lipids"	"Glycerolipids"
"27856"	"HMDB47236"	"NA"	"Lipids"	"Glycerolipids"
"27857"	"HMDB47237"	"NA"	"Lipids"	"Glycerolipids"
"27858"	"HMDB47238"	"NA"	"Lipids"	"Glycerolipids"
"27859"	"HMDB47239"	"NA"	"Lipids"	"Glycerolipids"
"27860"	"HMDB47240"	"NA"	"Lipids"	"Glycerolipids"
"27861"	"HMDB47241"	"NA"	"Lipids"	"Glycerolipids"
"27862"	"HMDB47242"	"NA"	"Lipids"	"Glycerolipids"
"27863"	"HMDB47243"	"NA"	"Lipids"	"Glycerolipids"
"27864"	"HMDB47244"	"NA"	"Lipids"	"Fatty Acid Esters"
"27865"	"HMDB47245"	"NA"	"Lipids"	"Glycerolipids"
"27866"	"HMDB47246"	"NA"	"Lipids"	"Glycerolipids"
"27867"	"HMDB47247"	"NA"	"Lipids"	"Glycerolipids"
"27868"	"HMDB47248"	"NA"	"Lipids"	"Glycerolipids"
"27869"	"HMDB47249"	"NA"	"Lipids"	"Glycerolipids"
"27870"	"HMDB47250"	"NA"	"Lipids"	"Glycerolipids"
"27871"	"HMDB47251"	"NA"	"Lipids"	"Glycerolipids"
"27872"	"HMDB47252"	"NA"	"Lipids"	"Glycerolipids"
"27873"	"HMDB47253"	"NA"	"Lipids"	"Glycerolipids"
"27874"	"HMDB47254"	"NA"	"Lipids"	"Glycerolipids"
"27875"	"HMDB47255"	"NA"	"Lipids"	"Glycerolipids"
"27876"	"HMDB47256"	"NA"	"Lipids"	"Glycerolipids"
"27877"	"HMDB47257"	"NA"	"Lipids"	"Glycerolipids"
"27878"	"HMDB47258"	"NA"	"Lipids"	"Glycerolipids"
"27879"	"HMDB47259"	"NA"	"Lipids"	"Glycerolipids"
"27880"	"HMDB47260"	"NA"	"Lipids"	"Glycerolipids"
"27881"	"HMDB47261"	"NA"	"Lipids"	"Glycerolipids"
"27882"	"HMDB47262"	"NA"	"Lipids"	"Glycerolipids"
"27883"	"HMDB47263"	"NA"	"Lipids"	"Glycerolipids"
"27884"	"HMDB47264"	"NA"	"Lipids"	"Glycerolipids"
"27885"	"HMDB47265"	"NA"	"Lipids"	"Glycerolipids"
"27886"	"HMDB47266"	"NA"	"Lipids"	"Glycerolipids"
"27887"	"HMDB47267"	"NA"	"Lipids"	"Glycerolipids"
"27888"	"HMDB47268"	"NA"	"Lipids"	"Fatty Acid Esters"
"27889"	"HMDB47269"	"NA"	"Lipids"	"Glycerolipids"
"27890"	"HMDB47270"	"NA"	"Lipids"	"Glycerolipids"
"27891"	"HMDB47271"	"NA"	"Lipids"	"Glycerolipids"
"27892"	"HMDB47272"	"NA"	"Lipids"	"Glycerolipids"
"27893"	"HMDB47273"	"NA"	"Lipids"	"Glycerolipids"
"27894"	"HMDB47274"	"NA"	"Lipids"	"Glycerolipids"
"27895"	"HMDB47275"	"NA"	"Lipids"	"Glycerolipids"
"27896"	"HMDB47276"	"NA"	"Lipids"	"Glycerolipids"
"27897"	"HMDB47277"	"NA"	"Lipids"	"Glycerolipids"
"27898"	"HMDB47278"	"NA"	"Lipids"	"Glycerolipids"
"27899"	"HMDB47279"	"NA"	"Lipids"	"Glycerolipids"
"27900"	"HMDB47280"	"NA"	"Lipids"	"Glycerolipids"
"27901"	"HMDB47281"	"NA"	"Lipids"	"Glycerolipids"
"27902"	"HMDB47282"	"NA"	"Lipids"	"Glycerolipids"
"27903"	"HMDB47283"	"NA"	"Lipids"	"Glycerolipids"
"27904"	"HMDB47284"	"NA"	"Lipids"	"Glycerolipids"
"27905"	"HMDB47285"	"NA"	"Lipids"	"Glycerolipids"
"27906"	"HMDB47286"	"NA"	"Lipids"	"Glycerolipids"
"27907"	"HMDB47287"	"NA"	"Lipids"	"Glycerolipids"
"27908"	"HMDB47288"	"NA"	"Lipids"	"Glycerolipids"
"27909"	"HMDB47289"	"NA"	"Lipids"	"Glycerolipids"
"27910"	"HMDB47290"	"NA"	"Lipids"	"Glycerolipids"
"27911"	"HMDB47291"	"NA"	"Lipids"	"Glycerolipids"
"27912"	"HMDB47292"	"NA"	"Lipids"	"Fatty Acid Esters"
"27913"	"HMDB47293"	"NA"	"Lipids"	"Glycerolipids"
"27914"	"HMDB47294"	"NA"	"Lipids"	"Glycerolipids"
"27915"	"HMDB47295"	"NA"	"Lipids"	"Glycerolipids"
"27916"	"HMDB47296"	"NA"	"Lipids"	"Glycerolipids"
"27917"	"HMDB47297"	"NA"	"Lipids"	"Glycerolipids"
"27918"	"HMDB47298"	"NA"	"Lipids"	"Glycerolipids"
"27919"	"HMDB47299"	"NA"	"Lipids"	"Glycerolipids"
"27920"	"HMDB47300"	"NA"	"Lipids"	"Glycerolipids"
"27921"	"HMDB47301"	"NA"	"Lipids"	"Glycerolipids"
"27922"	"HMDB47302"	"NA"	"Lipids"	"Glycerolipids"
"27923"	"HMDB47303"	"NA"	"Lipids"	"Glycerolipids"
"27924"	"HMDB47304"	"NA"	"Lipids"	"Glycerolipids"
"27925"	"HMDB47305"	"NA"	"Lipids"	"Glycerolipids"
"27926"	"HMDB47306"	"NA"	"Lipids"	"Glycerolipids"
"27927"	"HMDB47307"	"NA"	"Lipids"	"Glycerolipids"
"27928"	"HMDB47308"	"NA"	"Lipids"	"Glycerolipids"
"27929"	"HMDB47309"	"NA"	"Lipids"	"Glycerolipids"
"27930"	"HMDB47310"	"NA"	"Lipids"	"Glycerolipids"
"27931"	"HMDB47311"	"NA"	"Lipids"	"Glycerolipids"
"27932"	"HMDB47312"	"NA"	"Lipids"	"Glycerolipids"
"27933"	"HMDB47313"	"NA"	"Lipids"	"Glycerolipids"
"27934"	"HMDB47314"	"NA"	"Lipids"	"Glycerolipids"
"27935"	"HMDB47315"	"NA"	"Lipids"	"Glycerolipids"
"27936"	"HMDB47316"	"NA"	"Lipids"	"Fatty Acid Esters"
"27937"	"HMDB47317"	"NA"	"Lipids"	"Glycerolipids"
"27938"	"HMDB47318"	"NA"	"Lipids"	"Glycerolipids"
"27939"	"HMDB47319"	"NA"	"Lipids"	"Glycerolipids"
"27940"	"HMDB47320"	"NA"	"Lipids"	"Glycerolipids"
"27941"	"HMDB47321"	"NA"	"Lipids"	"Glycerolipids"
"27942"	"HMDB47322"	"NA"	"Lipids"	"Glycerolipids"
"27943"	"HMDB47323"	"NA"	"Lipids"	"Glycerolipids"
"27944"	"HMDB47324"	"NA"	"Lipids"	"Glycerolipids"
"27945"	"HMDB47325"	"NA"	"Lipids"	"Glycerolipids"
"27946"	"HMDB47326"	"NA"	"Lipids"	"Glycerolipids"
"27947"	"HMDB47327"	"NA"	"Lipids"	"Glycerolipids"
"27948"	"HMDB47328"	"NA"	"Lipids"	"Glycerolipids"
"27949"	"HMDB47329"	"NA"	"Lipids"	"Glycerolipids"
"27950"	"HMDB47330"	"NA"	"Lipids"	"Glycerolipids"
"27951"	"HMDB47331"	"NA"	"Lipids"	"Glycerolipids"
"27952"	"HMDB47332"	"NA"	"Lipids"	"Glycerolipids"
"27953"	"HMDB47333"	"NA"	"Lipids"	"Glycerolipids"
"27954"	"HMDB47334"	"NA"	"Lipids"	"Glycerolipids"
"27955"	"HMDB47335"	"NA"	"Lipids"	"Glycerolipids"
"27956"	"HMDB47336"	"NA"	"Lipids"	"Glycerolipids"
"27957"	"HMDB47337"	"NA"	"Lipids"	"Glycerolipids"
"27958"	"HMDB47338"	"NA"	"Lipids"	"Glycerolipids"
"27959"	"HMDB47339"	"NA"	"Lipids"	"Glycerolipids"
"27960"	"HMDB47340"	"NA"	"Lipids"	"Fatty Acid Esters"
"27961"	"HMDB47341"	"NA"	"Lipids"	"Glycerolipids"
"27962"	"HMDB47342"	"NA"	"Lipids"	"Glycerolipids"
"27963"	"HMDB47343"	"NA"	"Lipids"	"Glycerolipids"
"27964"	"HMDB47344"	"NA"	"Lipids"	"Glycerolipids"
"27965"	"HMDB47345"	"NA"	"Lipids"	"Glycerolipids"
"27966"	"HMDB47346"	"NA"	"Lipids"	"Glycerolipids"
"27967"	"HMDB47347"	"NA"	"Lipids"	"Glycerolipids"
"27968"	"HMDB47348"	"NA"	"Lipids"	"Glycerolipids"
"27969"	"HMDB47349"	"NA"	"Lipids"	"Glycerolipids"
"27970"	"HMDB47350"	"NA"	"Lipids"	"Glycerolipids"
"27971"	"HMDB47351"	"NA"	"Lipids"	"Glycerolipids"
"27972"	"HMDB47352"	"NA"	"Lipids"	"Glycerolipids"
"27973"	"HMDB47353"	"NA"	"Lipids"	"Glycerolipids"
"27974"	"HMDB47354"	"NA"	"Lipids"	"Glycerolipids"
"27975"	"HMDB47355"	"NA"	"Lipids"	"Glycerolipids"
"27976"	"HMDB47356"	"NA"	"Lipids"	"Glycerolipids"
"27977"	"HMDB47357"	"NA"	"Lipids"	"Glycerolipids"
"27978"	"HMDB47358"	"NA"	"Lipids"	"Glycerolipids"
"27979"	"HMDB47359"	"NA"	"Lipids"	"Glycerolipids"
"27980"	"HMDB47360"	"NA"	"Lipids"	"Glycerolipids"
"27981"	"HMDB47361"	"NA"	"Lipids"	"Glycerolipids"
"27982"	"HMDB47362"	"NA"	"Lipids"	"Glycerolipids"
"27983"	"HMDB47363"	"NA"	"Lipids"	"Glycerolipids"
"27984"	"HMDB47364"	"NA"	"Lipids"	"Fatty Acid Esters"
"27985"	"HMDB47365"	"NA"	"Lipids"	"Glycerolipids"
"27986"	"HMDB47366"	"NA"	"Lipids"	"Glycerolipids"
"27987"	"HMDB47367"	"NA"	"Lipids"	"Glycerolipids"
"27988"	"HMDB47368"	"NA"	"Lipids"	"Glycerolipids"
"27989"	"HMDB47369"	"NA"	"Lipids"	"Glycerolipids"
"27990"	"HMDB47370"	"NA"	"Lipids"	"Glycerolipids"
"27991"	"HMDB47371"	"NA"	"Lipids"	"Glycerolipids"
"27992"	"HMDB47372"	"NA"	"Lipids"	"Glycerolipids"
"27993"	"HMDB47373"	"NA"	"Lipids"	"Glycerolipids"
"27994"	"HMDB47374"	"NA"	"Lipids"	"Glycerolipids"
"27995"	"HMDB47375"	"NA"	"Lipids"	"Glycerolipids"
"27996"	"HMDB47376"	"NA"	"Lipids"	"Glycerolipids"
"27997"	"HMDB47377"	"NA"	"Lipids"	"Glycerolipids"
"27998"	"HMDB47378"	"NA"	"Lipids"	"Glycerolipids"
"27999"	"HMDB47379"	"NA"	"Lipids"	"Glycerolipids"
"28000"	"HMDB47380"	"NA"	"Lipids"	"Glycerolipids"
"28001"	"HMDB47381"	"NA"	"Lipids"	"Glycerolipids"
"28002"	"HMDB47382"	"NA"	"Lipids"	"Glycerolipids"
"28003"	"HMDB47383"	"NA"	"Lipids"	"Glycerolipids"
"28004"	"HMDB47384"	"NA"	"Lipids"	"Glycerolipids"
"28005"	"HMDB47385"	"NA"	"Lipids"	"Glycerolipids"
"28006"	"HMDB47386"	"NA"	"Lipids"	"Glycerolipids"
"28007"	"HMDB47387"	"NA"	"Lipids"	"Glycerolipids"
"28008"	"HMDB47388"	"NA"	"Lipids"	"Fatty Acid Esters"
"28009"	"HMDB47389"	"NA"	"Lipids"	"Glycerolipids"
"28010"	"HMDB47390"	"NA"	"Lipids"	"Glycerolipids"
"28011"	"HMDB47391"	"NA"	"Lipids"	"Glycerolipids"
"28012"	"HMDB47392"	"NA"	"Lipids"	"Glycerolipids"
"28013"	"HMDB47393"	"NA"	"Lipids"	"Glycerolipids"
"28014"	"HMDB47394"	"NA"	"Lipids"	"Glycerolipids"
"28015"	"HMDB47395"	"NA"	"Lipids"	"Glycerolipids"
"28016"	"HMDB47396"	"NA"	"Lipids"	"Glycerolipids"
"28017"	"HMDB47397"	"NA"	"Lipids"	"Glycerolipids"
"28018"	"HMDB47398"	"NA"	"Lipids"	"Glycerolipids"
"28019"	"HMDB47399"	"NA"	"Lipids"	"Glycerolipids"
"28020"	"HMDB47400"	"NA"	"Lipids"	"Glycerolipids"
"28021"	"HMDB47401"	"NA"	"Lipids"	"Glycerolipids"
"28022"	"HMDB47402"	"NA"	"Lipids"	"Glycerolipids"
"28023"	"HMDB47403"	"NA"	"Lipids"	"Glycerolipids"
"28024"	"HMDB47404"	"NA"	"Lipids"	"Glycerolipids"
"28025"	"HMDB47405"	"NA"	"Lipids"	"Glycerolipids"
"28026"	"HMDB47406"	"NA"	"Lipids"	"Glycerolipids"
"28027"	"HMDB47407"	"NA"	"Lipids"	"Glycerolipids"
"28028"	"HMDB47408"	"NA"	"Lipids"	"Glycerolipids"
"28029"	"HMDB47409"	"NA"	"Lipids"	"Glycerolipids"
"28030"	"HMDB47410"	"NA"	"Lipids"	"Glycerolipids"
"28031"	"HMDB47411"	"NA"	"Lipids"	"Glycerolipids"
"28032"	"HMDB47412"	"NA"	"Lipids"	"Fatty Acid Esters"
"28033"	"HMDB47413"	"NA"	"Lipids"	"Glycerolipids"
"28034"	"HMDB47414"	"NA"	"Lipids"	"Glycerolipids"
"28035"	"HMDB47415"	"NA"	"Lipids"	"Glycerolipids"
"28036"	"HMDB47416"	"NA"	"Lipids"	"Glycerolipids"
"28037"	"HMDB47417"	"NA"	"Lipids"	"Glycerolipids"
"28038"	"HMDB47418"	"NA"	"Lipids"	"Glycerolipids"
"28039"	"HMDB47419"	"NA"	"Lipids"	"Glycerolipids"
"28040"	"HMDB47420"	"NA"	"Lipids"	"Glycerolipids"
"28041"	"HMDB47421"	"NA"	"Lipids"	"Glycerolipids"
"28042"	"HMDB47422"	"NA"	"Lipids"	"Glycerolipids"
"28043"	"HMDB47423"	"NA"	"Lipids"	"Glycerolipids"
"28044"	"HMDB47424"	"NA"	"Lipids"	"Glycerolipids"
"28045"	"HMDB47425"	"NA"	"Lipids"	"Glycerolipids"
"28046"	"HMDB47426"	"NA"	"Lipids"	"Glycerolipids"
"28047"	"HMDB47427"	"NA"	"Lipids"	"Glycerolipids"
"28048"	"HMDB47428"	"NA"	"Lipids"	"Glycerolipids"
"28049"	"HMDB47429"	"NA"	"Lipids"	"Glycerolipids"
"28050"	"HMDB47430"	"NA"	"Lipids"	"Glycerolipids"
"28051"	"HMDB47431"	"NA"	"Lipids"	"Glycerolipids"
"28052"	"HMDB47432"	"NA"	"Lipids"	"Glycerolipids"
"28053"	"HMDB47433"	"NA"	"Lipids"	"Glycerolipids"
"28054"	"HMDB47434"	"NA"	"Lipids"	"Glycerolipids"
"28055"	"HMDB47435"	"NA"	"Lipids"	"Glycerolipids"
"28056"	"HMDB47436"	"NA"	"Lipids"	"Fatty Acid Esters"
"28057"	"HMDB47437"	"NA"	"Lipids"	"Glycerolipids"
"28058"	"HMDB47438"	"NA"	"Lipids"	"Glycerolipids"
"28059"	"HMDB47439"	"NA"	"Lipids"	"Glycerolipids"
"28060"	"HMDB47440"	"NA"	"Lipids"	"Glycerolipids"
"28061"	"HMDB47441"	"NA"	"Lipids"	"Glycerolipids"
"28062"	"HMDB47442"	"NA"	"Lipids"	"Glycerolipids"
"28063"	"HMDB47443"	"NA"	"Lipids"	"Glycerolipids"
"28064"	"HMDB47444"	"NA"	"Lipids"	"Glycerolipids"
"28065"	"HMDB47445"	"NA"	"Lipids"	"Glycerolipids"
"28066"	"HMDB47446"	"NA"	"Lipids"	"Glycerolipids"
"28067"	"HMDB47447"	"NA"	"Lipids"	"Glycerolipids"
"28068"	"HMDB47448"	"NA"	"Lipids"	"Glycerolipids"
"28069"	"HMDB47449"	"NA"	"Lipids"	"Glycerolipids"
"28070"	"HMDB47450"	"NA"	"Lipids"	"Glycerolipids"
"28071"	"HMDB47451"	"NA"	"Lipids"	"Glycerolipids"
"28072"	"HMDB47452"	"NA"	"Lipids"	"Glycerolipids"
"28073"	"HMDB47453"	"NA"	"Lipids"	"Glycerolipids"
"28074"	"HMDB47454"	"NA"	"Lipids"	"Glycerolipids"
